Filename,ClassId,Pred_1,Conf_1,Pred_2,Conf_2
9078,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
9079,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9080,Limit 70km,Limit 70km,0.999996,Limit 70km,1.000000
9081,End limit 80km,End limit 80km,1.000000,End limit 80km,1.000000
9082,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9083,Men at work,Men at work,1.000000,Men at work,1.000000
9084,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
9085,Limit 80km,Limit 80km,0.995743,Limit 80km,0.817993
9086,Limit 30km,Limit 30km,0.999958,Limit 30km,1.000000
9087,Generic danger,Traffic light,0.388683,Dangerous right curve,0.481868
9088,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999999
9089,Cycle crossing,Cycle crossing,0.999998,Cycle crossing,0.999917
9090,Right of way,Right of way,1.000000,Right of way,1.000000
9091,Limit 70km,Limit 70km,0.999913,Limit 70km,1.000000
9092,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,0.999999
9093,Mandatory step to the left,Mandatory step to the left,0.999999,Mandatory step to the left,0.998115
9094,Right turn mandatory,Right turn mandatory,0.999999,Right turn mandatory,0.999981
9095,Asymmetrical bottleneck,Asymmetrical bottleneck,0.873562,Asymmetrical bottleneck,0.966573
9096,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
9097,Limit 70km,Limit 70km,0.999979,Limit 70km,1.000000
9098,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9099,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
9100,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9101,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9102,Limit 30km,Limit 30km,0.999999,Limit 30km,1.000000
9103,Danger of bumps,Danger of bumps,1.000000,Danger of bumps,0.999996
9104,Limit 120km,Limit 120km,0.999968,Limit 120km,0.999873
9105,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.998618
9106,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
9107,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,1.000000
9108,Men at work,Men at work,1.000000,Men at work,1.000000
9109,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
9110,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
9111,Intersection with right of way,Snow,0.711693,Snow,0.997299
9112,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
9113,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9114,Men at work,Men at work,1.000000,Men at work,1.000000
9115,Limit 120km,Limit 120km,1.000000,Limit 120km,1.000000
9116,Limit 120km,Limit 120km,0.999845,Limit 120km,0.999366
9117,Limit 20km,Limit 20km,0.999980,Limit 20km,0.999814
9118,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,0.999659
9119,Limit 80km,Limit 80km,0.999995,Limit 80km,1.000000
9120,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9121,Limit 70km,Limit 70km,0.999915,Limit 70km,1.000000
9122,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999998
9123,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
9124,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9125,Wrong way,Wrong way,0.996179,Wrong way,0.993380
9126,Men at work,Men at work,1.000000,Men at work,0.999998
9127,School,School,0.999998,School,0.969365
9128,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
9129,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9130,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999999
9131,Right of way,Right of way,1.000000,Right of way,1.000000
9132,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999999
9133,End limit 80km,End limit 80km,0.999979,End limit 80km,1.000000
9134,Give right to pass,Give right to pass,0.997045,Give right to pass,0.999771
9135,Generic danger,Generic danger,0.999814,Generic danger,1.000000
9136,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999992,Asymmetrical bottleneck,0.999991
9137,Limit 70km,Limit 70km,0.999997,Limit 70km,1.000000
9138,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9139,Limit 60km,Limit 60km,0.999371,Limit 60km,1.000000
9140,Snow,Snow,0.999865,Snow,1.000000
9141,Go ahead,Go ahead,0.999974,Go ahead,1.000000
9142,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9143,Limit 120km,Limit 120km,0.999186,Limit 120km,1.000000
9144,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9145,Stop,Stop,0.999892,Stop,0.645237
9146,Right of way,Right of way,1.000000,Right of way,1.000000
9147,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999982,Asymmetrical bottleneck,0.999911
9148,Men at work,Men at work,1.000000,Men at work,1.000000
9149,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9150,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
9151,Mandatory step to the right,Mandatory step to the right,0.999997,Mandatory step to the right,1.000000
9152,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9153,Right of way,Right of way,1.000000,Right of way,1.000000
9154,Right of way,Right of way,0.999960,Right of way,1.000000
9155,Danger of bumps,Danger of bumps,1.000000,Danger of bumps,1.000000
9156,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9157,Intersection with right of way,Intersection with right of way,0.999984,Intersection with right of way,1.000000
9158,Pedestrian crossing,Generic danger,0.330548,Limit 30km,0.998852
9159,Go ahead,Go ahead,0.999941,Go ahead,1.000000
9160,Go ahead,Go ahead,0.999660,Go ahead,0.999889
9161,Roundabout,Roundabout,0.997883,Roundabout,0.999999
9162,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999999
9163,Generic danger,Generic danger,1.000000,Generic danger,0.999996
9164,Directions left and straight,Directions left and straight,0.999967,Directions left and straight,0.999977
9165,Right of way,Right of way,0.996034,Right of way,0.999685
9166,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9167,Wild animals,Wild animals,1.000000,Wild animals,0.999998
9168,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
9169,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9170,Snow,Snow,0.993826,Snow,1.000000
9171,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9172,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9173,Mandatory step to the right,Mandatory step to the right,0.733523,Mandatory step to the right,0.996875
9174,Men at work,Men at work,0.999998,Men at work,0.999995
9175,Limit 80km,Limit 80km,0.999998,Limit 80km,1.000000
9176,Limit 120km,Limit 120km,0.999995,Limit 120km,1.000000
9177,Traffic light,Traffic light,1.000000,Traffic light,0.999946
9178,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999999
9179,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999,No overtaking of heavy vehicles,1.000000
9180,Wrong way,Wrong way,1.000000,Wrong way,0.999999
9181,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9182,Asymmetrical bottleneck,Asymmetrical bottleneck,0.959225,Asymmetrical bottleneck,0.902100
9183,Mandatory step to the left,Mandatory step to the left,0.862310,Mandatory step to the left,0.999611
9184,No overtaking,No overtaking,1.000000,No overtaking,1.000000
9185,Intersection with right of way,Intersection with right of way,0.931358,Intersection with right of way,0.999998
9186,Limit 70km,Limit 70km,0.999999,Limit 70km,0.999756
9187,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9188,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9189,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9190,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
9191,Right of way,Right of way,0.998729,Right of way,0.999999
9192,Men at work,Men at work,1.000000,Men at work,1.000000
9193,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9194,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999987,No overtaking of heavy vehicles,1.000000
9195,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999882
9196,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9197,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999914,No overtaking of heavy vehicles,0.999999
9198,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9199,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9200,Limit 100km,Limit 100km,0.999965,Limit 100km,0.999999
9201,Go ahead,Go ahead,0.999984,Go ahead,1.000000
9202,Right of way,Right of way,1.000000,Right of way,1.000000
9203,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9204,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
9205,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999671,No overtaking of heavy vehicles,1.000000
9206,Limit 60km,Limit 60km,0.999998,Limit 60km,1.000000
9207,Men at work,Men at work,1.000000,Men at work,1.000000
9208,Give right to pass,Give right to pass,0.999926,Give right to pass,0.999994
9209,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9210,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
9211,No overtaking,No overtaking,0.999979,No overtaking,1.000000
9212,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,0.999995
9213,Danger of slipping,Danger of slipping,0.927346,Danger of slipping,0.996118
9214,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9215,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9216,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999937,Asymmetrical bottleneck,0.999917
9217,Directions left and straight,Directions left and straight,1.000000,Directions left and straight,0.999994
9218,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9219,Right of way,Right of way,1.000000,Right of way,1.000000
9220,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9221,No overtaking,No overtaking,1.000000,No overtaking,1.000000
9222,Double curve,Double curve,0.922774,Double curve,0.997217
9223,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9224,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
9225,Men at work,Men at work,1.000000,Men at work,1.000000
9226,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999997,No overtaking of heavy vehicles,1.000000
9227,Wrong way,Wrong way,1.000000,Wrong way,1.000000
9228,No overtaking,No overtaking,1.000000,No overtaking,1.000000
9229,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999935,No overtaking of heavy vehicles,1.000000
9230,Transit prohibition,Transit prohibition,1.000000,Transit prohibition,0.999998
9231,Directions right and straight,Directions right and straight,0.999995,Directions right and straight,0.999800
9232,Right of way,Right of way,0.999999,Right of way,1.000000
9233,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999663,End of no overtaking of heavy vehicles,0.999999
9234,Limit 30km,Limit 30km,0.999989,Limit 30km,1.000000
9235,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
9236,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
9237,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9238,Limit 50km,Limit 50km,1.000000,Limit 50km,0.999999
9239,Danger of bumps,Danger of bumps,0.996310,Danger of bumps,0.999922
9240,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9241,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
9242,Generic danger,Generic danger,0.986148,Men at work,0.554134
9243,Limit 100km,Limit 100km,0.999883,Limit 100km,0.971775
9244,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9245,Cycle crossing,Cycle crossing,0.999988,Cycle crossing,0.999478
9246,Snow,Snow,0.967917,Snow,0.999887
9247,Generic danger,Generic danger,1.000000,Generic danger,1.000000
9248,Mandatory step to the left,Mandatory step to the left,0.999954,Mandatory step to the left,0.996471
9249,Wild animals,Wild animals,0.999891,Wild animals,1.000000
9250,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9251,Limit 120km,Limit 120km,0.999998,Limit 120km,1.000000
9252,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9253,Generic danger,Generic danger,0.999989,Generic danger,0.999998
9254,Generic danger,Generic danger,0.998531,Generic danger,1.000000
9255,Generic danger,Generic danger,0.994502,Generic danger,0.999964
9256,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
9257,Right of way,Right of way,1.000000,Right of way,1.000000
9258,Limit 60km,Limit 60km,1.000000,Limit 60km,0.999999
9259,Mandatory direction straight,Mandatory direction straight,0.999993,Mandatory direction straight,1.000000
9260,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9261,Men at work,Men at work,1.000000,Men at work,0.999995
9262,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999641
9263,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
9264,Stop,Stop,1.000000,Stop,1.000000
9265,Limit 100km,Limit 100km,0.999983,Limit 100km,1.000000
9266,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9267,Double curve,Double curve,0.887300,Double curve,0.999580
9268,Limit 120km,Limit 120km,0.999987,Limit 120km,1.000000
9269,No overtaking,No overtaking,1.000000,No overtaking,1.000000
9270,Double curve,Double curve,0.928722,Limit 50km,0.844062
9271,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9272,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9273,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9274,Roundabout,Roundabout,0.999999,Roundabout,1.000000
9275,Generic danger,Generic danger,0.998899,Generic danger,1.000000
9276,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999998
9277,Generic danger,Generic danger,1.000000,Generic danger,1.000000
9278,Limit 100km,Limit 100km,0.999558,Limit 100km,1.000000
9279,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
9280,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9281,Transit prohibition,Transit prohibition,0.999998,Transit prohibition,1.000000
9282,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9283,Right of way,Right of way,1.000000,Right of way,1.000000
9284,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9285,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
9286,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9287,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9288,Danger of bumps,Danger of bumps,0.999970,Danger of bumps,0.995544
9289,School,School,0.999915,School,0.999962
9290,Limit 120km,Limit 120km,0.999997,Limit 120km,0.999999
9291,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
9292,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9293,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9294,Limit 70km,Limit 70km,0.999793,Limit 70km,1.000000
9295,End limit 80km,End limit 80km,0.999945,End limit 80km,1.000000
9296,Men at work,Men at work,1.000000,Men at work,1.000000
9297,Limit 30km,Limit 30km,0.999998,Limit 30km,0.999997
9298,Generic danger,Generic danger,1.000000,Generic danger,1.000000
9299,Generic danger,Generic danger,1.000000,Generic danger,0.999968
9300,Men at work,Men at work,1.000000,Men at work,1.000000
9301,Limit 120km,Limit 120km,0.999999,Limit 120km,1.000000
9302,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
9303,Generic danger,Generic danger,0.999998,Generic danger,0.999994
9304,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9305,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
9306,Limit 80km,Limit 80km,0.999999,Limit 80km,1.000000
9307,Wild animals,Wild animals,1.000000,Wild animals,1.000000
9308,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
9309,School,School,0.999863,School,0.999778
9310,Directions left and straight,Directions left and straight,1.000000,Directions left and straight,0.999995
9311,Limit 70km,Limit 70km,0.996786,Limit 70km,0.999991
9312,Limit 120km,Limit 120km,0.999999,Limit 120km,1.000000
9313,Right of way,Right of way,0.999994,Right of way,1.000000
9314,Limit 80km,Limit 80km,0.998214,Limit 80km,1.000000
9315,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9316,Stop,Stop,0.999906,Stop,0.999983
9317,Give right to pass,Give right to pass,0.999996,Give right to pass,0.999999
9318,Wrong way,Wrong way,0.999998,Wrong way,0.999999
9319,Limit 120km,Limit 120km,0.999915,Limit 120km,1.000000
9320,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9321,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
9322,Generic danger,Generic danger,1.000000,Generic danger,1.000000
9323,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
9324,Limit 60km,Limit 60km,0.999997,Limit 60km,1.000000
9325,Limit 120km,Limit 120km,0.999994,Limit 120km,0.999984
9326,School,School,0.999996,School,0.999781
9327,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999999
9328,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,0.999995
9329,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,0.999961
9330,Men at work,Men at work,0.594779,Men at work,0.999463
9331,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
9332,Limit 50km,Limit 50km,1.000000,Limit 50km,0.999924
9333,No overtaking,No overtaking,1.000000,No overtaking,1.000000
9334,Limit 50km,Limit 50km,0.974824,Limit 50km,1.000000
9335,Snow,Snow,0.998537,Snow,1.000000
9336,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9337,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9338,Limit 100km,Limit 100km,0.999901,Limit 100km,1.000000
9339,Danger of slipping,Danger of slipping,0.963301,Danger of slipping,0.996713
9340,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9341,Limit 50km,Limit 50km,0.999996,Limit 50km,1.000000
9342,Wrong way,Wrong way,1.000000,Wrong way,1.000000
9343,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9344,Stop,Stop,1.000000,Stop,1.000000
9345,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,1.000000
9346,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9347,Limit 60km,Limit 60km,0.999447,Limit 60km,1.000000
9348,Limit 30km,Limit 30km,1.000000,Limit 30km,0.999999
9349,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9350,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.324729,End of no overtaking,0.325056
9351,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9352,Limit 60km,Limit 60km,1.000000,Limit 60km,1.000000
9353,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
9354,Transit prohibition,Transit prohibition,0.999986,Transit prohibition,1.000000
9355,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
9356,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999977,Prohibition of heavy vehicles transit,1.000000
9357,Right of way,Right of way,1.000000,Right of way,1.000000
9358,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9359,Men at work,Men at work,0.999961,Men at work,0.999996
9360,Stop,Stop,1.000000,Stop,0.999993
9361,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9362,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9363,Limit 30km,Limit 30km,0.999976,Limit 30km,1.000000
9364,Right turn mandatory,Right turn mandatory,0.999563,Right turn mandatory,0.999989
9365,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9366,Limit 120km,Limit 120km,0.999872,Limit 120km,1.000000
9367,Limit 70km,Limit 70km,0.999985,Limit 70km,1.000000
9368,Mandatory direction straight,Mandatory direction straight,0.999998,Mandatory direction straight,1.000000
9369,End limit 80km,End limit 80km,0.990653,End limit 80km,0.999992
9370,End limit 80km,End limit 80km,0.999909,Limit 80km,0.961208
9371,Generic danger,Generic danger,0.999087,Generic danger,1.000000
9372,Right turn mandatory,Right turn mandatory,0.999957,Right turn mandatory,0.999739
9373,Mandatory step to the right,Mandatory step to the right,0.999995,Mandatory step to the right,1.000000
9374,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9375,Stop,Stop,1.000000,Stop,1.000000
9376,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
9377,Right of way,Right of way,1.000000,Right of way,1.000000
9378,No overtaking,No overtaking,1.000000,No overtaking,1.000000
9379,Right turn mandatory,Right turn mandatory,1.000000,Right turn mandatory,1.000000
9380,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,0.999990
9381,Mandatory direction straight,Mandatory direction straight,1.000000,Mandatory direction straight,1.000000
9382,School,School,1.000000,School,0.999995
9383,Generic danger,Generic danger,0.993394,Generic danger,1.000000
9384,Stop,Stop,0.999889,Stop,0.999612
9385,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9386,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,0.999999
9387,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9388,Intersection with right of way,Intersection with right of way,0.999997,Intersection with right of way,1.000000
9389,Dangerous right curve,Dangerous right curve,1.000000,Dangerous right curve,0.999215
9390,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999999
9391,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9392,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9393,Limit 120km,Limit 120km,1.000000,Limit 120km,0.999986
9394,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9395,Right of way,Right of way,1.000000,Right of way,1.000000
9396,Limit 100km,Limit 100km,1.000000,Limit 100km,1.000000
9397,Right turn mandatory,Right turn mandatory,0.999988,Right turn mandatory,0.999917
9398,Limit 50km,Limit 50km,0.999934,Limit 50km,1.000000
9399,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9400,Directions right and straight,Directions right and straight,1.000000,Directions right and straight,0.999998
9401,Traffic light,Traffic light,1.000000,Traffic light,0.999999
9402,School,School,1.000000,School,1.000000
9403,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9404,Wild animals,Wild animals,0.999999,Wild animals,0.999990
9405,Mandatory step to the right,Mandatory step to the right,0.999999,Mandatory step to the right,1.000000
9406,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9407,Danger of bumps,Danger of bumps,1.000000,Danger of bumps,1.000000
9408,Cycle crossing,Cycle crossing,0.999895,Cycle crossing,1.000000
9409,Men at work,Men at work,1.000000,Men at work,1.000000
9410,End limit 80km,End limit 80km,0.999998,End limit 80km,0.927681
9411,Snow,Traffic light,0.840463,Traffic light,0.999992
9412,Intersection with right of way,Intersection with right of way,1.000000,Intersection with right of way,1.000000
9413,Generic danger,Generic danger,0.593660,Generic danger,1.000000
9414,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9415,End limit 80km,End limit 80km,0.999992,End limit 80km,1.000000
9416,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9417,Danger of bumps,Danger of bumps,1.000000,Danger of bumps,1.000000
9418,Pedestrian crossing,Pedestrian crossing,1.000000,Pedestrian crossing,0.999977
9419,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,1.000000
9420,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9421,Danger of slipping,Danger of slipping,1.000000,Danger of slipping,1.000000
9422,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,0.999996
9423,Limit 100km,Limit 100km,0.999010,Limit 100km,1.000000
9424,Limit 120km,Limit 120km,0.999961,Limit 120km,1.000000
9425,Give right to pass,Give right to pass,1.000000,Give right to pass,1.000000
9426,Limit 80km,Limit 80km,1.000000,Limit 80km,1.000000
9427,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999983
9428,Left turn mandatory,Left turn mandatory,1.000000,Left turn mandatory,1.000000
9429,Limit 80km,Limit 80km,0.987745,Limit 80km,1.000000
9430,Right of way,Right of way,0.999992,Right of way,1.000000
9431,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999998
9432,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9433,Wild animals,Wild animals,1.000000,Wild animals,1.000000
9434,Danger of slipping,Danger of slipping,0.739958,Danger of slipping,0.801416
9435,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9436,No overtaking,No overtaking,1.000000,No overtaking,1.000000
9437,Mandatory direction straight,Mandatory direction straight,0.999350,Left turn mandatory,0.971918
9438,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9439,Limit 70km,Limit 70km,1.000000,Limit 70km,1.000000
9440,Limit 80km,Limit 80km,0.999965,Limit 80km,1.000000
9441,Wrong way,Wrong way,1.000000,Wrong way,1.000000
9442,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9443,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999955,Asymmetrical bottleneck,0.999992
9444,Limit 60km,Limit 60km,0.999175,Limit 60km,1.000000
9445,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999985,No overtaking of heavy vehicles,1.000000
9446,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9447,End limit 80km,End limit 80km,0.999989,End limit 80km,1.000000
9448,Right of way,Right of way,0.957757,Transit prohibition,0.738074
9449,Right of way,Right of way,0.999996,Right of way,0.999994
9450,Mandatory step to the left,Mandatory step to the left,0.999819,Mandatory step to the left,0.998493
9451,Generic danger,Generic danger,0.999466,Generic danger,0.999999
9452,Men at work,Men at work,1.000000,Men at work,1.000000
9453,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999993
9454,Limit 100km,Limit 100km,0.999999,Limit 100km,0.999999
9455,Limit 30km,Limit 30km,1.000000,Limit 30km,1.000000
9456,Give right to pass,Give right to pass,1.000000,Give right to pass,0.999999
9457,School,School,1.000000,School,0.999966
9458,Danger of slipping,Danger of slipping,0.968363,Danger of slipping,0.999998
9459,Limit 60km,Limit 60km,0.999984,Limit 60km,1.000000
9460,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000,No overtaking of heavy vehicles,0.999999
9461,Mandatory step to the right,Mandatory step to the right,1.000000,Mandatory step to the right,1.000000
9462,End of no overtaking,End of no overtaking,0.999582,No overtaking,0.990604
9463,Intersection with right of way,Intersection with right of way,0.999999,Intersection with right of way,1.000000
9464,Right of way,Right of way,0.999979,Right of way,1.000000
9465,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
9466,Limit 50km,Limit 50km,1.000000,Limit 50km,1.000000
