Filename,ClassId,Pred,Conf
9073,Limit 50km,Limit 50km,1.000000
9074,Wild animals,Wild animals,0.999900
9075,Limit 80km,Limit 80km,1.000000
9076,Give right to pass,Give right to pass,1.000000
9077,Directions left and straight,Directions left and straight,0.999975
9078,Wrong way,Wrong way,1.000000
9079,Men at work,Men at work,1.000000
9080,Limit 30km,Limit 30km,0.999994
9081,No overtaking,No overtaking,1.000000
9082,Danger of bumps,Danger of bumps,0.999976
9083,Mandatory step to the right,Mandatory step to the right,1.000000
9084,Right of way,Right of way,0.999997
9085,Mandatory step to the right,Mandatory step to the right,1.000000
9086,No overtaking,No overtaking,1.000000
9087,Stop,Stop,0.999939
9088,Give right to pass,Give right to pass,0.999997
9089,Limit 30km,Limit 30km,0.999988
9090,Limit 80km,Limit 80km,0.999999
9091,End limit 80km,End limit 80km,0.999992
9092,Mandatory step to the right,Mandatory step to the right,0.999998
9093,Limit 30km,Limit 30km,0.999997
9094,Traffic light,Traffic light,0.999996
9095,Limit 80km,Limit 80km,0.999999
9096,Wrong way,Wrong way,1.000000
9097,Danger of slipping,Danger of slipping,0.999996
9098,Mandatory direction straight,Mandatory direction straight,0.999998
9099,No overtaking,No overtaking,1.000000
9100,No overtaking,No overtaking,1.000000
9101,Mandatory direction straight,Mandatory direction straight,1.000000
9102,Limit 50km,Limit 50km,0.999998
9103,Limit 70km,Limit 70km,0.999999
9104,Limit 30km,Limit 30km,0.999982
9105,Men at work,Men at work,1.000000
9106,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999598
9107,Limit 80km,Limit 80km,0.999996
9108,Limit 60km,Limit 60km,0.999998
9109,Right of way,Right of way,0.999999
9110,Right of way,Right of way,1.000000
9111,Limit 30km,Limit 30km,1.000000
9112,Limit 80km,Limit 80km,0.999999
9113,Limit 50km,Limit 50km,1.000000
9114,Right of way,Right of way,0.999996
9115,Mandatory step to the right,Mandatory step to the right,1.000000
9116,Snow,Snow,1.000000
9117,Limit 30km,Limit 30km,1.000000
9118,Generic danger,Generic danger,0.999112
9119,Mandatory step to the right,Mandatory step to the right,1.000000
9120,Mandatory direction straight,Mandatory direction straight,0.999997
9121,Limit 50km,Limit 50km,1.000000
9122,Limit 50km,Limit 50km,1.000000
9123,Right of way,Right of way,1.000000
9124,Wrong way,Wrong way,1.000000
9125,Right turn mandatory,Right turn mandatory,0.999982
9126,Limit 30km,Limit 30km,1.000000
9127,School,School,0.999989
9128,Limit 30km,Limit 30km,1.000000
9129,Wrong way,Wrong way,1.000000
9130,Limit 80km,Limit 80km,0.999999
9131,Mandatory direction straight,Mandatory direction straight,1.000000
9132,No overtaking,No overtaking,1.000000
9133,Mandatory direction straight,Mandatory direction straight,0.999999
9134,Mandatory step to the right,Mandatory step to the right,1.000000
9135,Limit 60km,Limit 60km,1.000000
9136,Limit 20km,Limit 20km,0.996593
9137,Limit 30km,Limit 30km,0.999997
9138,Right of way,Right of way,0.999999
9139,Limit 50km,Limit 50km,1.000000
9140,Generic danger,Generic danger,0.999998
9141,Men at work,Men at work,1.000000
9142,Stop,Stop,0.999992
9143,Give right to pass,Give right to pass,1.000000
9144,Wrong way,Wrong way,1.000000
9145,Mandatory step to the left,Mandatory step to the left,0.999073
9146,Mandatory direction straight,Mandatory direction straight,1.000000
9147,Limit 80km,Limit 80km,1.000000
9148,Wrong way,Wrong way,1.000000
9149,Limit 60km,Limit 60km,1.000000
9150,Right of way,Right of way,1.000000
9151,Wild animals,Wild animals,0.999997
9152,Limit 80km,Limit 80km,1.000000
9153,Men at work,Men at work,1.000000
9154,Wrong way,Wrong way,1.000000
9155,Traffic light,Traffic light,0.999985
9156,Directions right and straight,Directions right and straight,0.999950
9157,Limit 80km,Limit 80km,0.999995
9158,Limit 60km,Limit 60km,0.998966
9159,Mandatory step to the right,Mandatory step to the right,1.000000
9160,Right of way,Right of way,0.999990
9161,Limit 50km,Limit 50km,1.000000
9162,Generic danger,Generic danger,0.999987
9163,Stop,Stop,0.999640
9164,Wrong way,Wrong way,0.999998
9165,Limit 50km,Limit 50km,1.000000
9166,Mandatory direction straight,Mandatory direction straight,0.999999
9167,No overtaking,No overtaking,1.000000
9168,Limit 80km,Limit 80km,0.999992
9169,Wild animals,Wild animals,0.999823
9170,Right of way,Right of way,1.000000
9171,Limit 30km,Limit 30km,0.999996
9172,Mandatory step to the right,Mandatory step to the right,1.000000
9173,Limit 100km,Limit 100km,0.999955
9174,No overtaking,No overtaking,0.994142
9175,Left turn mandatory,Left turn mandatory,0.999874
9176,Intersection with right of way,Intersection with right of way,1.000000
9177,Right of way,Right of way,1.000000
9178,Men at work,Men at work,0.999999
9179,Men at work,Men at work,0.999992
9180,Roundabout,Roundabout,0.999992
9181,Mandatory direction straight,Mandatory direction straight,1.000000
9182,Limit 70km,Limit 70km,0.999999
9183,Generic danger,Generic danger,0.999999
9184,Generic danger,Generic danger,0.999980
9185,Go ahead,Go ahead,0.997574
9186,School,School,0.999970
9187,Limit 80km,Limit 80km,1.000000
9188,Mandatory direction straight,Mandatory direction straight,0.999993
9189,Danger of bumps,Danger of bumps,0.999717
9190,Limit 30km,Limit 30km,0.999996
9191,Limit 30km,Limit 30km,0.999998
9192,Right of way,Right of way,1.000000
9193,Limit 50km,Limit 50km,1.000000
9194,Limit 70km,Limit 70km,0.999997
9195,Limit 80km,Limit 80km,0.999999
9196,Intersection with right of way,Intersection with right of way,1.000000
9197,Right of way,Right of way,0.999996
9198,Limit 70km,Limit 70km,0.999989
9199,Limit 100km,Limit 100km,0.999872
9200,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9201,Limit 80km,Limit 80km,0.999997
9202,Danger of slipping,Danger of slipping,0.999815
9203,Limit 60km,Limit 60km,1.000000
9204,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9205,Right turn mandatory,Right turn mandatory,0.999998
9206,Traffic light,Traffic light,0.999847
9207,Give right to pass,Give right to pass,1.000000
9208,Limit 30km,Limit 30km,0.999979
9209,Limit 70km,Limit 70km,0.999999
9210,Asymmetrical bottleneck,Asymmetrical bottleneck,0.991241
9211,Directions right and straight,Directions right and straight,0.999732
9212,Wrong way,Wrong way,1.000000
9213,Limit 100km,Limit 100km,0.999999
9214,Limit 50km,Limit 50km,1.000000
9215,Limit 80km,Limit 80km,1.000000
9216,Limit 50km,Limit 50km,1.000000
9217,Limit 80km,Limit 80km,1.000000
9218,Limit 50km,Limit 50km,1.000000
9219,Give right to pass,Give right to pass,1.000000
9220,Give right to pass,Give right to pass,1.000000
9221,Limit 100km,Limit 100km,0.999998
9222,Right turn mandatory,Right turn mandatory,0.999996
9223,School,School,1.000000
9224,Limit 80km,Limit 80km,1.000000
9225,Give right to pass,Give right to pass,0.999999
9226,Limit 70km,Limit 70km,1.000000
9227,Limit 30km,Limit 30km,0.999995
9228,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9229,Generic danger,Generic danger,1.000000
9230,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999979
9231,Cycle crossing,Cycle crossing,0.999973
9232,Mandatory step to the right,Mandatory step to the right,1.000000
9233,Men at work,Men at work,0.999999
9234,Limit 80km,Limit 80km,1.000000
9235,Intersection with right of way,Intersection with right of way,1.000000
9236,Limit 100km,Limit 100km,1.000000
9237,Limit 50km,Limit 50km,1.000000
9238,Limit 20km,Limit 20km,0.999149
9239,Right of way,Right of way,0.999998
9240,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999996
9241,Limit 30km,Limit 30km,0.999999
9242,Limit 70km,Limit 70km,1.000000
9243,No overtaking,No overtaking,1.000000
9244,Mandatory direction straight,Mandatory direction straight,1.000000
9245,Wrong way,Wrong way,0.999946
9246,Give right to pass,Give right to pass,1.000000
9247,Wild animals,Wild animals,0.999957
9248,Limit 120km,Limit 120km,0.999997
9249,Mandatory step to the right,Mandatory step to the right,1.000000
9250,Limit 60km,Limit 60km,0.999983
9251,Mandatory step to the left,Mandatory step to the left,1.000000
9252,No overtaking,No overtaking,0.999997
9253,Limit 80km,Limit 80km,0.999996
9254,Wrong way,Wrong way,0.999954
9255,Intersection with right of way,Intersection with right of way,0.999999
9256,Mandatory step to the right,Mandatory step to the right,1.000000
9257,Limit 120km,Limit 120km,1.000000
9258,Generic danger,Generic danger,0.999997
9259,Limit 120km,Limit 120km,0.999996
9260,Danger of slipping,Danger of slipping,0.999994
9261,Men at work,Men at work,1.000000
9262,Generic danger,Generic danger,0.999980
9263,Mandatory direction straight,Mandatory direction straight,0.999997
9264,Limit 120km,Limit 120km,1.000000
9265,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9266,Mandatory step to the right,Mandatory step to the right,1.000000
9267,End limit 80km,End limit 80km,1.000000
9268,Limit 30km,Limit 30km,0.999999
9269,School,School,0.999954
9270,Right of way,Right of way,0.999953
9271,Mandatory step to the right,Mandatory step to the right,1.000000
9272,Mandatory direction straight,Mandatory direction straight,0.999999
9273,Right of way,Right of way,1.000000
9274,Stop,Stop,0.999988
9275,Limit 30km,Limit 30km,0.999997
9276,Danger of bumps,Danger of bumps,0.993991
9277,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999980
9278,Generic danger,Generic danger,0.999998
9279,Limit 80km,Limit 80km,1.000000
9280,Limit 80km,Limit 80km,0.999999
9281,Stop,Stop,1.000000
9282,Cycle crossing,Cycle crossing,0.999904
9283,Wrong way,Wrong way,0.999997
9284,Limit 50km,Limit 50km,1.000000
9285,Limit 30km,Limit 30km,0.999987
9286,Limit 50km,Limit 50km,1.000000
9287,Limit 50km,Limit 50km,1.000000
9288,Men at work,Men at work,0.999997
9289,Traffic light,Traffic light,0.999989
9290,Limit 80km,Limit 80km,1.000000
9291,Give right to pass,Give right to pass,1.000000
9292,Mandatory direction straight,Mandatory direction straight,0.999996
9293,Generic danger,Generic danger,0.999995
9294,Intersection with right of way,Intersection with right of way,1.000000
9295,Limit 120km,Limit 120km,1.000000
9296,Transit prohibition,Transit prohibition,1.000000
9297,Right of way,Right of way,0.999994
9298,Intersection with right of way,Intersection with right of way,1.000000
9299,Limit 60km,Limit 60km,1.000000
9300,No overtaking,No overtaking,1.000000
9301,Limit 120km,Limit 120km,0.999999
9302,Right of way,Right of way,1.000000
9303,Limit 100km,Limit 100km,0.999938
9304,Limit 30km,Limit 30km,1.000000
9305,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999988
9306,Limit 50km,Limit 50km,1.000000
9307,Wrong way,Wrong way,1.000000
9308,Mandatory direction straight,Mandatory direction straight,0.999998
9309,Limit 30km,Limit 30km,1.000000
9310,Limit 70km,Limit 70km,0.999982
9311,Dangerous left curve,Dangerous left curve,0.999967
9312,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9313,Right of way,Right of way,1.000000
9314,Limit 70km,Limit 70km,0.999999
9315,Mandatory direction straight,Mandatory direction straight,0.999999
9316,Mandatory step to the right,Mandatory step to the right,1.000000
9317,Left turn mandatory,Left turn mandatory,0.999944
9318,Limit 70km,Limit 70km,0.999998
9319,No overtaking,No overtaking,1.000000
9320,Limit 120km,Limit 120km,0.999997
9321,Mandatory step to the left,Mandatory step to the left,1.000000
9322,Traffic light,Traffic light,0.999951
9323,Limit 70km,Limit 70km,0.999994
9324,No overtaking,No overtaking,0.999999
9325,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9326,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999975
9327,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9328,Wrong way,Wrong way,0.999999
9329,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999992
9330,Mandatory direction straight,Mandatory direction straight,1.000000
9331,Limit 100km,Limit 100km,0.999823
9332,Right of way,Right of way,1.000000
9333,Men at work,Men at work,1.000000
9334,Give right to pass,Give right to pass,1.000000
9335,Limit 70km,Limit 70km,1.000000
9336,Limit 80km,Limit 80km,1.000000
9337,Wild animals,Wild animals,0.999954
9338,Generic danger,Generic danger,0.995853
9339,Right of way,Right of way,0.999999
9340,Limit 120km,Limit 120km,0.999996
9341,Limit 100km,Limit 100km,0.999979
9342,Limit 100km,Limit 100km,1.000000
9343,Limit 100km,Limit 100km,0.999759
9344,Limit 60km,Limit 60km,1.000000
9345,Wild animals,Wild animals,1.000000
9346,Right of way,Right of way,1.000000
9347,Give right to pass,Give right to pass,1.000000
9348,Intersection with right of way,Intersection with right of way,0.999999
9349,Limit 100km,Limit 100km,0.999994
9350,Give right to pass,Give right to pass,1.000000
9351,Limit 60km,Limit 60km,1.000000
9352,Wild animals,Wild animals,0.999994
9353,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999904
9354,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999991
9355,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999994
9356,Mandatory step to the right,Mandatory step to the right,0.999998
9357,Mandatory step to the right,Mandatory step to the right,1.000000
9358,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999996
9359,Generic danger,Generic danger,0.999956
9360,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999998
9361,Limit 100km,Limit 100km,1.000000
9362,Limit 80km,Limit 80km,0.999997
9363,Right turn mandatory,Right turn mandatory,0.999999
9364,Limit 120km,Limit 120km,0.999989
9365,Right of way,Right of way,1.000000
9366,Limit 30km,Limit 30km,1.000000
9367,Limit 100km,Limit 100km,0.999994
9368,Stop,Stop,0.999999
9369,Right turn mandatory,Right turn mandatory,0.999974
9370,Intersection with right of way,Intersection with right of way,1.000000
9371,Limit 30km,Limit 30km,0.999998
9372,Limit 30km,Limit 30km,0.999999
9373,Limit 50km,Limit 50km,1.000000
9374,Wild animals,Wild animals,0.999355
9375,Limit 60km,Limit 60km,0.999528
9376,Right of way,Right of way,0.999999
9377,Right turn mandatory,Right turn mandatory,0.999994
9378,Limit 60km,Limit 60km,1.000000
9379,Snow,Snow,0.999999
9380,Pedestrian crossing,Pedestrian crossing,0.999964
9381,Give right to pass,Give right to pass,1.000000
9382,Mandatory step to the right,Mandatory step to the right,1.000000
9383,Give right to pass,Give right to pass,0.999999
9384,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999996
9385,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9386,Limit 80km,Limit 80km,1.000000
9387,Generic danger,Generic danger,0.999998
9388,Traffic light,Traffic light,0.999998
9389,Snow,Snow,0.999085
9390,No overtaking,No overtaking,1.000000
9391,Limit 70km,Limit 70km,1.000000
9392,Limit 120km,Limit 120km,1.000000
9393,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999585
9394,Limit 80km,Limit 80km,1.000000
9395,Limit 80km,Limit 80km,1.000000
9396,Men at work,Men at work,0.999999
9397,Dangerous left curve,Dangerous left curve,0.999492
9398,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999980
9399,Snow,Snow,1.000000
9400,Wild animals,Wild animals,1.000000
9401,Intersection with right of way,Intersection with right of way,0.999998
9402,Limit 70km,Limit 70km,1.000000
9403,Limit 100km,Limit 100km,0.998313
9404,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999987
9405,Asymmetrical bottleneck,Asymmetrical bottleneck,0.999970
9406,Limit 120km,Limit 120km,0.999999
9407,Men at work,Men at work,0.999764
9408,Intersection with right of way,Intersection with right of way,0.999998
9409,Men at work,Men at work,1.000000
9410,Limit 50km,Limit 50km,0.999999
9411,Intersection with right of way,Intersection with right of way,0.999983
9412,Limit 60km,Limit 60km,0.999998
9413,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999994
9414,Limit 70km,Limit 70km,1.000000
9415,Mandatory step to the right,Mandatory step to the right,1.000000
9416,Limit 30km,Limit 30km,1.000000
9417,Directions right and straight,Directions right and straight,0.999991
9418,Right of way,Right of way,1.000000
9419,Intersection with right of way,Intersection with right of way,0.999978
9420,Limit 80km,Limit 80km,0.999956
9421,Directions right and straight,Directions right and straight,0.999992
9422,Limit 60km,Limit 60km,1.000000
9423,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999999
9424,No overtaking,No overtaking,1.000000
9425,Danger of slipping,Danger of slipping,0.999544
9426,Limit 30km,Limit 30km,0.999999
9427,Snow,Snow,1.000000
9428,Wrong way,Wrong way,0.999995
9429,Right of way,Right of way,1.000000
9430,Wild animals,Wild animals,1.000000
9431,Limit 60km,Limit 60km,1.000000
9432,Intersection with right of way,Intersection with right of way,0.999942
9433,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9434,Limit 80km,Limit 80km,0.999995
9435,End of no overtaking,End of no overtaking,0.999990
9436,Limit 120km,Limit 120km,1.000000
9437,Limit 30km,Limit 30km,0.999989
9438,Men at work,Men at work,1.000000
9439,Wrong way,Wrong way,1.000000
9440,Limit 30km,Limit 30km,0.999991
9441,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999995
9442,Directions left and straight,Directions left and straight,0.999936
9443,Mandatory step to the left,Mandatory step to the left,0.999996
9444,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999983
9445,No overtaking,No overtaking,1.000000
9446,Limit 80km,Limit 80km,0.999999
9447,Men at work,Men at work,1.000000
9448,Right of way,Right of way,0.999999
9449,Limit 100km,Limit 100km,0.999991
9450,Mandatory step to the right,Mandatory step to the right,1.000000
9451,Limit 50km,Limit 50km,1.000000
9452,Give right to pass,Give right to pass,1.000000
9453,Limit 30km,Limit 30km,0.999999
9454,Limit 70km,Limit 70km,1.000000
9455,Right of way,Right of way,1.000000
9456,Limit 70km,Limit 70km,0.999999
9457,Traffic light,Traffic light,0.999018
9458,Right turn mandatory,Right turn mandatory,0.999485
9459,Limit 100km,Limit 100km,0.999987
9460,Limit 60km,Limit 60km,0.999999
9461,Roundabout,Roundabout,0.999938
9462,Wild animals,Wild animals,0.999962
9463,Right turn mandatory,Right turn mandatory,0.999991
9464,Mandatory direction straight,Mandatory direction straight,0.999996
9465,End limit 80km,End limit 80km,0.999995
9466,Right of way,Right of way,1.000000
9467,Limit 100km,Limit 100km,0.999996
9468,Right of way,Right of way,1.000000
9469,Limit 50km,Limit 50km,1.000000
9470,Limit 60km,Limit 60km,0.999999
9471,Limit 80km,Limit 80km,1.000000
9472,Right of way,Right of way,0.999999
9473,Limit 120km,Limit 120km,0.999998
9474,Wrong way,Wrong way,1.000000
9475,Limit 120km,Limit 120km,0.999971
9476,Limit 50km,Limit 50km,0.999997
9477,Limit 100km,Limit 100km,1.000000
9478,Limit 50km,Limit 50km,1.000000
9479,Limit 100km,Limit 100km,0.999986
9480,Limit 60km,Limit 60km,0.999993
9481,Generic danger,Generic danger,0.999997
9482,Intersection with right of way,Intersection with right of way,1.000000
9483,Limit 70km,Limit 70km,0.999997
9484,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999907
9485,Transit prohibition,Transit prohibition,0.999798
9486,Limit 50km,Limit 50km,0.999875
9487,Directions right and straight,Directions right and straight,0.999816
9488,Wrong way,Wrong way,1.000000
9489,Limit 30km,Limit 30km,1.000000
9490,Right of way,Right of way,1.000000
9491,Limit 70km,Limit 70km,0.999999
9492,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999995
9493,End limit 80km,End limit 80km,0.999989
9494,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999997
9495,Wrong way,Wrong way,1.000000
9496,Generic danger,Generic danger,0.999993
9497,Limit 50km,Limit 50km,1.000000
9498,Limit 30km,Limit 30km,1.000000
9499,Stop,Stop,1.000000
9500,Danger of bumps,Danger of bumps,0.999866
9501,Mandatory step to the right,Mandatory step to the right,1.000000
9502,Danger of slipping,Danger of slipping,0.999999
9503,Limit 70km,Limit 70km,0.999989
9504,Cycle crossing,Cycle crossing,0.999949
9505,Limit 70km,Limit 70km,1.000000
9506,School,School,0.999990
9507,Limit 80km,Limit 80km,0.999998
9508,Intersection with right of way,Intersection with right of way,0.997383
9509,Limit 80km,Limit 80km,0.999999
9510,Intersection with right of way,Intersection with right of way,0.999999
9511,Right of way,Right of way,1.000000
9512,Wrong way,Wrong way,0.999994
9513,Right of way,Right of way,1.000000
9514,Men at work,Men at work,1.000000
9515,Limit 70km,Limit 70km,0.999999
9516,Generic danger,Generic danger,1.000000
9517,Mandatory step to the right,Mandatory step to the right,1.000000
9518,Give right to pass,Give right to pass,0.999999
9519,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999981
9520,Snow,Snow,0.999999
9521,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9522,Right turn mandatory,Right turn mandatory,0.999995
9523,No overtaking,No overtaking,1.000000
9524,Limit 50km,Limit 50km,1.000000
9525,School,School,0.999969
9526,School,School,0.999987
9527,Limit 120km,Limit 120km,1.000000
9528,Wrong way,Wrong way,0.999999
9529,Mandatory step to the right,Mandatory step to the right,1.000000
9530,Limit 50km,Limit 50km,1.000000
9531,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999992
9532,Give right to pass,Give right to pass,0.999998
9533,Limit 50km,Limit 50km,1.000000
9534,Limit 50km,Limit 50km,1.000000
9535,Limit 120km,Limit 120km,1.000000
9536,Limit 100km,Limit 100km,0.999911
9537,Limit 100km,Limit 100km,1.000000
9538,Stop,Stop,0.999970
9539,Limit 60km,Limit 60km,0.999998
9540,Go ahead,Go ahead,0.999967
9541,Intersection with right of way,Intersection with right of way,0.999999
9542,Prohibition of heavy vehicles transit,Prohibition of heavy vehicles transit,0.999997
9543,Limit 80km,Limit 80km,1.000000
9544,No overtaking,No overtaking,1.000000
9545,Transit prohibition,Transit prohibition,1.000000
9546,Limit 50km,Limit 50km,0.999989
9547,Limit 50km,Limit 50km,0.999999
9548,Limit 70km,Limit 70km,0.999999
9549,Pedestrian crossing,Pedestrian crossing,0.999967
9550,Mandatory step to the right,Mandatory step to the right,0.999999
9551,Intersection with right of way,Intersection with right of way,0.999965
9552,Give right to pass,Give right to pass,0.999999
9553,Generic danger,Generic danger,0.999998
9554,Snow,Snow,0.999999
9555,Intersection with right of way,Intersection with right of way,0.999995
9556,Danger of bumps,Danger of bumps,0.999915
9557,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999997
9558,Limit 80km,Limit 80km,0.999949
9559,Generic danger,Generic danger,0.999998
9560,Generic danger,Generic danger,1.000000
9561,Mandatory step to the right,Mandatory step to the right,1.000000
9562,Right of way,Right of way,1.000000
9563,Limit 30km,Limit 30km,0.999999
9564,Give right to pass,Give right to pass,1.000000
9565,Mandatory step to the right,Mandatory step to the right,1.000000
9566,Right of way,Right of way,1.000000
9567,No overtaking,No overtaking,0.999768
9568,Limit 30km,Limit 30km,1.000000
9569,End of no overtaking,End of no overtaking,0.999768
9570,Give right to pass,Give right to pass,0.999781
9571,Intersection with right of way,Intersection with right of way,0.999998
9572,Snow,Snow,1.000000
9573,Limit 30km,Limit 30km,1.000000
9574,Right turn mandatory,Right turn mandatory,0.999866
9575,Limit 70km,Limit 70km,1.000000
9576,Give right to pass,Give right to pass,1.000000
9577,Limit 60km,Limit 60km,0.999999
9578,Transit prohibition,Transit prohibition,1.000000
9579,Danger of bumps,Danger of bumps,0.999630
9580,Limit 70km,Limit 70km,1.000000
9581,Mandatory step to the right,Mandatory step to the right,1.000000
9582,Snow,Snow,1.000000
9583,Directions right and straight,Directions right and straight,0.999990
9584,Limit 50km,Limit 50km,1.000000
9585,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999690
9586,Limit 80km,Limit 80km,1.000000
9587,Stop,Stop,1.000000
9588,Limit 80km,Limit 80km,0.999999
9589,Wild animals,Wild animals,0.999999
9590,Generic danger,Generic danger,1.000000
9591,Limit 80km,Limit 80km,0.999987
9592,End limit 80km,End limit 80km,0.999982
9593,Right of way,Right of way,1.000000
9594,Limit 30km,Limit 30km,1.000000
9595,Roundabout,Roundabout,0.999901
9596,Limit 50km,Limit 50km,1.000000
9597,Limit 120km,Limit 120km,0.999997
9598,Intersection with right of way,Intersection with right of way,0.999972
9599,Left turn mandatory,Left turn mandatory,0.999528
9600,Directions right and straight,Directions right and straight,0.999993
9601,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9602,Right of way,Right of way,0.999998
9603,Stop,Stop,1.000000
9604,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999880
9605,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.993776
9606,Generic danger,Generic danger,0.999999
9607,Limit 80km,Limit 80km,0.999999
9608,Right of way,Right of way,1.000000
9609,Intersection with right of way,Intersection with right of way,0.999998
9610,Limit 70km,Limit 70km,0.999974
9611,Left turn mandatory,Left turn mandatory,0.999998
9612,Traffic light,Traffic light,1.000000
9613,Limit 30km,Limit 30km,1.000000
9614,Men at work,Men at work,0.999999
9615,Right of way,Right of way,0.999949
9616,School,School,0.999999
9617,Limit 120km,Limit 120km,0.999996
9618,Limit 80km,Limit 80km,0.999999
9619,Mandatory direction straight,Mandatory direction straight,1.000000
9620,Mandatory direction straight,Mandatory direction straight,0.999999
9621,Men at work,Men at work,1.000000
9622,Limit 80km,Limit 80km,0.999998
9623,Limit 30km,Limit 30km,0.999983
9624,Go ahead,Go ahead,0.999944
9625,Stop,Stop,0.999998
9626,Directions right and straight,Directions right and straight,0.999982
9627,Limit 50km,Limit 50km,1.000000
9628,No overtaking,No overtaking,1.000000
9629,Right of way,Right of way,1.000000
9630,Limit 100km,Limit 100km,1.000000
9631,Left turn mandatory,Left turn mandatory,0.999518
9632,Men at work,Men at work,1.000000
9633,Limit 50km,Limit 50km,1.000000
9634,Limit 60km,Limit 60km,0.999999
9635,Intersection with right of way,Intersection with right of way,1.000000
9636,Mandatory direction straight,Mandatory direction straight,1.000000
9637,End of no overtaking,End of no overtaking,0.999974
9638,End of no overtaking of heavy vehicles,End of no overtaking of heavy vehicles,0.999796
9639,Generic danger,Generic danger,0.999997
9640,Mandatory direction straight,Mandatory direction straight,0.999996
9641,No overtaking of heavy vehicles,No overtaking of heavy vehicles,1.000000
9642,Limit 30km,Limit 30km,0.999998
9643,Limit 50km,Limit 50km,0.999977
9644,Stop,Stop,0.999995
9645,Mandatory step to the right,Mandatory step to the right,1.000000
9646,Limit 100km,Limit 100km,1.000000
9647,Wrong way,Wrong way,1.000000
9648,Limit 30km,Limit 30km,0.999991
9649,Mandatory direction straight,Mandatory direction straight,0.999998
9650,Danger of slipping,Danger of slipping,0.999983
9651,Limit 120km,Limit 120km,0.999997
9652,Limit 60km,Limit 60km,0.999997
9653,Limit 60km,Limit 60km,0.999997
9654,Stop,Stop,1.000000
9655,Go ahead,Go ahead,0.999932
9656,Mandatory step to the right,Mandatory step to the right,1.000000
9657,Limit 30km,Limit 30km,1.000000
9658,Limit 80km,Limit 80km,1.000000
9659,Right of way,Right of way,1.000000
9660,Give right to pass,Give right to pass,1.000000
9661,Limit 120km,Limit 120km,1.000000
9662,Limit 120km,Limit 120km,0.999968
9663,Limit 70km,Limit 70km,0.999998
9664,Danger of bumps,Danger of bumps,0.995451
9665,Mandatory step to the right,Mandatory step to the right,0.999994
9666,Limit 100km,Limit 100km,0.798252
9667,Traffic light,Traffic light,0.999923
9668,School,School,0.999997
9669,Limit 70km,Limit 70km,1.000000
9670,Limit 30km,Limit 30km,0.999989
9671,Mandatory step to the right,Mandatory step to the right,1.000000
9672,No overtaking,No overtaking,0.999997
9673,No overtaking,No overtaking,1.000000
9674,Limit 60km,Limit 60km,1.000000
9675,No overtaking of heavy vehicles,No overtaking of heavy vehicles,0.999981
9676,Transit prohibition,Transit prohibition,0.999218
9677,Cycle crossing,Cycle crossing,0.999201
9678,Right turn mandatory,Right turn mandatory,0.999991
